age,weekly_hrs,educ,fam_income,num_in_house,num_child,sex,marital,race,state,citizen,worker_class,industry,occupation,faminc_50,ismarried
40,40,41,9,3,1,1,1,1,48,1,5,40,9,0,1
41,40,41,15,3,1,2,1,1,6,1,5,48,15,1,1
42,40,41,16,3,1,2,1,1,5,1,5,1,1,1,1
42,60,41,14,9,7,1,1,1,30,1,5,34,16,1,1
42,40,41,12,4,0,2,1,1,32,1,5,48,15,1,1
43,30,41,15,3,1,2,1,1,8,1,5,36,1,1,1
43,55,41,16,3,1,1,1,1,23,1,5,4,1,1,1
43,36,41,12,3,1,2,1,1,30,1,5,48,15,1,1
43,60,41,6,2,0,1,1,1,41,1,5,22,16,0,1
43,50,41,11,4,2,1,1,1,54,1,5,21,1,0,1
44,50,41,15,3,1,1,1,1,6,1,5,48,15,1,1
44,60,41,16,4,2,1,1,1,30,1,5,4,19,1,1
45,40,41,12,4,0,1,1,1,38,1,5,47,20,1,1
45,30,41,16,5,3,1,1,1,38,1,5,1,1,1,1
45,40,41,14,6,3,2,1,1,48,1,5,48,15,1,1
46,55,41,14,5,3,1,1,1,20,1,5,17,21,1,1
47,30,41,15,2,0,1,1,1,10,1,5,22,16,1,1
47,70,41,15,2,0,1,1,1,38,1,5,1,1,1,1
48,40,41,10,3,1,2,1,1,37,1,5,48,15,0,1
48,40,41,15,4,1,2,1,1,55,1,5,43,15,1,1
49,40,41,14,3,1,1,1,1,17,1,5,4,1,1,1
49,60,41,12,4,1,1,1,1,20,1,5,1,1,1,1
49,35,41,15,3,0,1,1,1,21,1,5,36,19,1,1
49,40,41,13,2,0,2,1,1,54,1,5,48,15,1,1
50,50,41,11,2,0,1,1,1,37,1,5,44,15,0,1
50,60,41,14,2,0,1,1,1,46,1,5,1,1,1,1
51,70,41,14,3,0,1,1,1,16,1,5,4,1,1,1
51,40,41,15,4,2,1,1,1,23,1,5,4,19,1,1
51,36,41,14,2,0,2,1,1,26,1,5,36,17,1,1
51,30,41,14,4,1,2,1,1,31,1,5,1,1,1,1
51,35,41,4,2,0,1,1,1,54,1,5,4,20,0,1
52,2,41,11,2,0,2,1,1,16,1,5,22,16,0,1
52,40,41,12,3,0,2,1,1,30,1,5,48,15,1,1
52,8,41,14,2,0,1,1,1,42,1,5,38,14,1,1
53,40,41,10,2,0,2,1,1,12,1,5,43,15,0,1
53,40,41,14,2,0,1,1,1,18,1,5,1,1,1,1
53,80,41,15,2,0,1,1,1,20,1,5,4,20,1,1
53,45,41,11,2,0,1,1,1,22,1,5,47,20,0,1
53,70,41,11,4,2,1,1,1,38,1,5,1,1,0,1
53,50,41,16,3,0,1,1,1,48,1,5,48,15,1,1
54,40,41,15,2,0,2,1,1,23,1,5,1,1,1,1
55,40,41,7,3,0,1,1,1,12,1,5,34,20,0,1
55,40,41,13,2,0,1,1,1,25,1,5,4,19,1,1
55,40,41,15,2,0,2,1,1,27,1,5,43,17,1,1
55,72,41,13,2,0,1,1,1,48,1,5,47,16,1,1
56,5,41,14,2,0,2,1,1,19,1,5,48,11,1,1
56,20,41,14,2,0,2,1,1,20,1,5,42,10,1,1
56,30,41,12,4,0,1,1,1,54,1,5,11,1,1,1
56,55,41,15,3,0,1,1,1,55,1,5,6,1,1,1
57,40,41,15,2,0,2,1,1,6,1,5,48,15,1,1
57,0,41,12,2,0,2,1,1,22,1,5,37,1,1,1
58,40,41,13,2,0,2,1,1,46,1,5,4,17,1,1
58,40,41,14,2,0,2,1,1,50,1,5,48,15,1,1
58,10,41,14,5,3,2,1,1,54,1,5,36,9,1,1
58,20,41,12,3,0,1,1,1,56,1,5,1,1,1,1
59,20,41,10,2,0,1,1,1,13,1,5,34,1,0,1
59,50,41,10,2,0,1,1,1,31,1,5,1,1,0,1
59,30,41,16,2,0,2,1,1,56,1,5,48,15,1,1
60,40,41,13,2,0,1,1,1,29,1,5,22,16,1,1
60,20,41,9,2,0,1,1,1,55,1,5,1,1,0,1
61,35,41,12,2,0,1,1,1,20,1,5,4,1,1,1
61,20,41,14,4,0,1,1,1,27,1,5,22,16,1,1
62,20,41,11,5,0,2,1,1,8,1,5,47,2,0,1
62,0,41,14,2,0,1,1,1,38,1,5,34,1,1,1
63,40,41,14,2,0,1,1,1,5,1,5,22,16,1,1
63,40,41,13,2,0,1,1,1,8,1,5,4,19,1,1
63,40,41,15,3,0,1,1,1,38,1,5,1,1,1,1
63,40,41,16,3,0,1,1,1,38,1,5,22,10,1,1
64,40,41,13,2,0,1,1,1,1,1,5,22,16,1,1
64,40,41,13,3,0,1,1,1,2,1,5,47,20,1,1
64,40,41,14,2,0,1,1,1,8,1,5,14,22,1,1
64,6,41,14,2,0,1,1,1,8,1,5,38,21,1,1
65,70,41,16,2,0,1,1,1,46,1,5,1,1,1,1
66,10,41,7,2,0,1,1,1,6,1,5,42,10,0,1
67,35,41,11,4,2,1,1,1,54,1,5,4,20,0,1
68,30,41,12,2,0,2,1,1,5,1,5,47,21,1,1
68,65,41,8,2,0,1,1,1,20,1,5,23,22,0,1
68,24,41,14,2,0,2,1,1,35,1,5,48,15,1,1
68,84,41,10,2,0,2,1,1,56,1,5,1,1,0,1
69,35,41,12,2,0,2,1,1,41,1,5,1,1,1,1
70,30,41,14,2,0,2,1,1,19,1,5,22,16,1,1
70,50,41,13,2,0,1,1,1,38,1,5,1,1,1,1
72,40,41,9,2,0,1,1,1,4,1,5,38,14,0,1
73,10,41,16,2,0,2,1,1,50,1,5,48,15,1,1
74,15,41,16,2,0,1,1,1,6,1,5,22,9,1,1
80,24,41,9,2,0,2,1,1,53,1,5,47,21,0,1
52,50,41,15,2,0,1,2,1,38,1,5,1,1,1,1
55,40,41,8,2,0,2,3,1,30,1,5,43,15,0,0
60,0,41,6,1,0,2,3,1,39,1,5,34,14,0,0
64,10,41,6,1,0,2,3,1,55,1,5,22,16,0,0
68,45,41,12,1,0,1,3,1,20,1,5,1,1,1,0
85,35,41,16,1,0,1,3,1,48,1,5,9,1,1,0
35,30,41,8,1,0,1,4,1,56,1,5,23,22,0,0
41,35,41,9,1,0,1,4,1,56,1,5,47,20,0,0
45,60,41,9,2,0,1,4,1,10,1,5,46,13,0,0
51,40,41,14,3,0,2,4,1,12,1,5,42,11,1,0
53,40,41,16,1,0,2,4,1,54,1,5,34,16,1,0
56,30,41,16,2,0,2,4,1,56,1,5,48,15,1,0
63,40,41,13,3,0,2,4,1,4,1,5,38,17,1,0
64,40,41,8,1,0,2,4,1,6,1,5,22,16,0,0
65,45,41,4,1,0,1,4,1,30,1,5,47,20,0,0
65,40,41,6,1,0,1,4,1,54,1,5,48,15,0,0
71,60,41,4,1,0,1,4,1,27,1,5,1,1,0,0
71,25,41,4,1,0,2,4,1,31,1,5,48,15,0,0
54,98,41,12,1,0,1,5,1,17,1,5,42,10,1,0
22,25,41,16,3,0,1,6,1,35,1,5,44,9,1,0
26,40,41,10,3,2,2,6,1,5,1,5,48,15,0,0
29,40,41,12,2,0,1,6,1,8,1,5,4,19,1,0
29,40,41,13,2,0,1,6,1,34,1,5,27,9,1,0
29,10,41,13,3,1,2,6,1,46,1,5,36,9,1,0
31,40,41,10,2,1,2,6,1,39,1,5,48,15,0,0
31,8,41,13,4,2,2,6,1,41,1,5,38,14,1,0
34,55,41,11,2,0,1,6,1,30,1,5,45,15,0,0
34,40,41,9,2,1,2,6,1,35,1,5,48,11,0,0
40,60,41,3,1,0,1,6,1,37,1,5,38,14,0,0
46,40,41,10,1,0,1,6,1,41,1,5,34,16,0,0
47,25,41,9,1,0,1,6,1,6,1,5,48,15,0,0
53,40,41,13,1,0,1,6,1,1,1,5,48,15,1,0
58,40,41,15,1,0,1,6,1,32,1,5,47,20,1,0
59,70,41,10,1,0,1,6,1,46,1,5,1,1,0,0
62,38,41,13,2,0,2,6,1,18,1,5,22,16,1,0
24,45,42,6,2,0,2,1,1,8,1,5,48,15,0,1
24,60,42,14,2,0,2,1,1,12,1,5,48,15,1,1
29,9,42,13,4,2,2,1,1,49,1,5,38,14,1,1
29,60,42,15,4,2,2,1,1,49,1,5,40,8,1,1
30,45,42,11,4,2,2,1,1,30,1,5,23,17,0,1
32,40,42,14,3,1,2,1,1,39,1,5,36,9,1,1
32,15,42,14,4,2,2,1,1,54,1,5,44,9,1,1
32,55,42,13,2,0,1,1,1,55,1,5,47,16,1,1
33,50,42,8,8,6,2,1,1,19,1,5,43,15,0,1
33,50,42,14,3,1,1,1,1,20,1,5,22,16,1,1
33,60,42,12,4,2,1,1,1,20,1,5,4,19,1,1
34,40,42,13,3,1,1,1,1,27,1,5,23,1,1,1
34,3,42,8,5,3,2,1,1,30,1,5,48,11,0,1
35,15,42,14,5,3,2,1,1,56,1,5,3,17,1,1
37,35,42,14,4,1,2,1,1,36,1,5,48,11,1,1
37,40,42,15,4,2,2,1,1,48,1,5,48,15,1,1
37,60,42,10,4,2,2,1,1,56,1,5,1,1,0,1
39,40,42,15,4,1,1,1,1,20,1,5,46,13,1,1
39,40,42,14,4,2,1,1,1,23,1,5,4,1,1,1
39,40,42,14,6,4,1,1,1,30,1,5,4,19,1,1
39,60,42,10,4,2,1,1,1,56,1,5,1,1,0,1
40,35,42,15,5,2,2,1,1,37,1,5,48,15,1,1
40,25,42,11,4,2,2,1,1,46,1,5,22,1,0,1
41,40,42,1,4,2,1,1,1,22,1,5,47,21,0,1
41,15,42,14,4,2,2,1,1,26,1,5,36,9,1,1
42,60,42,14,5,3,1,1,1,27,1,5,23,22,1,1
42,70,42,16,3,1,1,1,1,33,1,5,1,1,1,1
43,50,42,14,4,2,2,1,1,6,1,5,43,15,1,1
43,50,42,12,2,0,2,1,1,31,1,5,1,1,1,1
43,16,42,5,3,1,1,1,1,41,1,5,36,3,0,1
43,10,42,14,2,0,2,1,1,42,1,5,38,2,1,1
43,40,42,7,5,3,1,1,1,48,1,5,44,15,0,1
44,50,42,12,4,2,1,1,1,10,1,5,38,14,1,1
44,47,42,15,5,3,2,1,1,26,1,5,43,15,1,1
45,40,42,15,3,1,2,1,1,26,1,5,36,16,1,1
45,40,42,15,4,2,2,1,1,40,1,5,48,15,1,1
46,40,42,8,6,1,2,1,1,6,1,5,48,15,0,1
46,40,42,12,2,0,1,1,1,37,1,5,4,1,1,1
46,50,42,15,5,3,1,1,1,50,1,5,32,2,1,1
47,20,42,14,5,2,2,1,1,41,1,5,23,1,1,1
48,35,42,15,3,1,1,1,1,10,1,5,4,1,1,1
48,15,42,15,3,0,2,1,1,25,1,5,48,11,1,1
48,70,42,15,3,1,1,1,1,37,1,5,47,20,1,1
49,40,42,14,3,0,2,1,1,48,1,5,23,17,1,1
50,12,42,16,2,0,2,1,1,6,1,5,22,1,1,1
50,50,42,11,2,0,1,1,1,37,1,5,4,19,0,1
51,40,42,14,3,0,2,1,1,13,1,5,48,15,1,1
51,40,42,14,3,1,1,1,1,37,1,5,36,1,1,1
52,25,42,12,4,1,2,1,1,48,1,5,22,16,1,1
53,70,42,15,2,0,1,1,1,23,1,5,1,1,1,1
54,50,42,16,2,0,2,1,1,16,1,5,34,2,1,1
54,40,42,16,4,0,1,1,1,25,1,5,4,19,1,1
54,40,42,16,2,0,2,1,1,35,1,5,33,16,1,1
55,80,42,12,2,0,1,1,1,56,1,5,1,1,1,1
56,40,42,15,4,0,1,1,1,8,1,5,4,19,1,1
56,40,42,16,2,0,2,1,1,44,1,5,38,14,1,1
56,50,42,16,2,0,1,1,1,48,1,5,1,1,1,1
57,10,42,13,2,0,2,1,1,56,1,5,40,8,1,1
57,50,42,15,2,0,2,1,1,56,1,5,36,9,1,1
58,10,42,11,3,0,1,1,1,28,1,5,4,19,0,1
58,60,42,16,4,0,1,1,1,53,1,5,42,11,1,1
58,7,42,12,2,0,2,1,1,56,1,5,1,1,1,1
59,3,42,14,2,0,2,1,1,22,1,5,1,1,1,1
59,60,42,8,2,0,1,1,1,38,1,5,1,1,0,1
59,8,42,16,2,0,2,1,1,42,1,5,42,11,1,1
59,55,42,14,2,0,2,1,1,54,1,5,48,15,1,1
60,55,42,14,2,0,2,1,1,17,1,5,13,9,1,1
60,50,42,15,2,0,1,1,1,39,1,5,36,9,1,1
60,50,42,16,2,0,1,1,1,44,1,5,32,2,1,1
60,5,42,16,2,0,2,1,1,44,1,5,36,1,1,1
61,40,42,13,2,0,1,1,1,26,1,5,4,19,1,1
61,40,42,14,2,0,1,1,1,27,1,5,4,1,1,1
61,25,42,10,2,0,2,1,1,30,1,5,48,1,0,1
62,50,42,13,4,0,2,1,1,25,1,5,43,15,1,1
62,99,42,12,2,0,1,1,1,46,1,5,1,1,1,1
62,30,42,1,2,0,1,1,1,55,1,5,34,1,0,1
63,35,42,10,5,0,1,1,1,6,1,5,4,19,0,1
63,50,42,15,2,0,2,1,1,12,1,5,44,15,1,1
63,84,42,15,2,0,1,1,1,31,1,5,4,16,1,1
63,30,42,13,2,0,1,1,1,35,1,5,38,14,1,1
64,14,42,13,2,0,2,1,1,54,1,5,48,15,1,1
65,40,42,13,2,0,1,1,1,13,1,5,22,16,1,1
65,20,42,15,2,0,1,1,1,32,1,5,1,1,1,1
65,35,42,13,3,0,1,1,1,54,1,5,4,20,1,1
66,25,42,5,2,0,2,1,1,12,1,5,32,1,0,1
67,40,42,16,2,0,2,1,1,20,1,5,38,11,1,1
71,18,42,16,2,0,1,1,1,33,1,5,33,1,1,1
71,8,42,9,2,0,2,1,1,51,1,5,47,17,0,1
76,40,42,16,2,0,2,1,1,20,1,5,1,1,1,1
79,30,42,16,3,0,2,1,1,9,1,5,34,16,1,1
57,40,42,8,1,0,2,2,1,31,1,5,40,8,0,1
74,30,42,1,3,0,2,2,1,2,1,5,35,16,0,1
58,56,42,13,4,0,2,3,1,41,1,5,45,1,1,0
60,65,42,14,4,0,1,3,1,50,1,5,4,19,1,0
68,40,42,7,2,0,2,3,1,54,1,5,48,15,0,0
80,60,42,16,4,0,2,3,1,30,1,5,1,1,1,0
85,20,42,9,1,0,2,3,1,50,1,5,1,1,0,0
29,36,42,8,3,2,2,4,1,22,1,5,47,1,0,0
36,40,42,13,1,0,1,4,1,6,1,5,32,17,1,0
39,80,42,9,3,1,1,4,1,46,1,5,36,21,0,0
40,60,42,3,2,1,1,4,1,48,1,5,22,16,0,0
46,20,42,12,3,0,2,4,1,49,1,5,47,20,1,0
47,35,42,10,2,0,2,4,1,27,1,5,36,1,0,0
49,40,42,11,1,0,1,4,1,56,1,5,38,14,0,0
53,10,42,1,1,0,1,4,1,37,1,5,48,15,0,0
55,40,42,16,3,0,1,4,1,9,1,5,22,16,1,0
55,25,42,6,1,0,2,4,1,30,1,5,23,14,0,0
55,70,42,16,4,0,2,4,1,42,1,5,38,14,1,0
57,10,42,16,2,0,2,4,1,36,1,5,43,15,1,0
58,60,42,10,1,0,2,4,1,41,1,5,36,17,0,0
60,40,42,10,1,0,2,4,1,47,1,5,34,16,0,0
61,1,42,12,1,0,2,4,1,31,1,5,1,17,1,0
71,40,42,5,2,0,1,4,1,48,1,5,23,22,0,0
25,25,42,5,1,0,2,5,1,48,1,5,48,15,0,0
38,45,42,12,3,2,2,5,1,51,1,5,46,1,1,0
63,36,42,6,1,0,1,5,1,50,1,5,4,19,0,0
21,25,42,4,2,0,1,6,1,20,1,5,34,20,0,0
21,30,42,15,3,0,2,6,1,36,1,5,43,15,1,0
23,80,42,12,3,0,2,6,1,56,1,5,1,1,1,0
24,40,42,14,3,0,2,6,1,6,1,5,48,15,1,0
25,45,42,14,2,0,2,6,1,48,1,5,4,19,1,0
26,50,42,14,1,0,2,6,1,39,1,5,22,1,1,0
26,8,42,15,4,0,2,6,1,44,1,5,43,15,1,0
26,28,42,15,2,0,2,6,1,53,1,5,44,9,1,0
28,42,42,8,1,0,1,6,1,6,1,5,4,19,0,0
30,35,42,11,3,2,2,6,1,48,1,5,36,7,0,0
35,8,42,13,3,0,2,6,1,51,1,5,42,15,1,0
36,40,42,12,1,0,1,6,1,6,1,5,13,3,1,0
39,50,42,13,1,0,1,6,1,38,1,5,1,1,1,0
44,55,42,1,1,0,1,6,1,12,1,5,4,19,0,0
48,40,42,8,1,0,1,6,1,30,1,5,44,9,0,0
50,30,42,13,2,0,2,6,1,35,1,5,23,22,1,0
50,40,42,9,8,0,1,6,1,36,1,5,41,3,0,0
55,24,42,7,1,0,2,6,1,19,1,5,43,15,0,0
56,40,42,13,1,0,1,6,1,30,1,5,4,1,1,0
56,60,42,1,1,0,2,6,1,35,1,5,14,16,0,0
59,40,42,9,1,0,1,6,1,29,1,5,22,16,0,0
71,40,42,6,2,0,2,6,1,12,1,5,38,14,0,0
23,40,43,8,2,0,1,1,1,54,1,5,44,9,0,1
25,60,43,12,2,0,1,1,1,49,1,5,22,1,1,1
25,40,43,12,2,0,1,1,1,56,1,5,1,1,1,1
26,99,43,6,2,0,1,1,1,8,1,5,1,1,0,1
26,40,43,13,2,0,1,1,1,26,1,5,46,13,1,1
26,40,43,13,3,1,1,1,1,37,1,5,4,1,1,1
26,70,43,15,2,0,1,1,1,42,1,5,22,16,1,1
28,40,43,15,2,0,2,1,1,30,1,5,36,9,1,1
28,40,43,7,4,2,1,1,1,49,1,5,1,1,0,1
29,40,43,16,4,2,2,1,1,6,1,5,22,15,1,1
29,45,43,11,2,0,2,1,1,11,1,5,44,9,0,1
29,70,43,14,3,1,1,1,1,38,1,5,1,1,1,1
29,30,43,14,3,1,2,1,1,46,1,5,36,9,1,1
29,45,43,12,2,0,1,1,1,53,1,5,32,16,1,1
30,30,43,15,5,3,2,1,1,8,1,5,48,15,1,1
30,38,43,12,2,0,1,1,1,23,1,5,47,21,1,1
30,12,43,15,3,1,2,1,1,49,1,5,40,8,1,1
31,40,43,12,3,1,1,1,1,1,1,5,21,16,1,1
31,40,43,16,4,2,1,1,1,6,1,5,33,16,1,1
31,50,43,15,4,2,1,1,1,27,1,5,4,1,1,1
31,20,43,14,3,1,2,1,1,38,1,5,1,17,1,1
31,20,43,14,4,2,2,1,1,38,1,5,22,16,1,1
31,50,43,14,4,2,1,1,1,39,1,5,4,19,1,1
31,60,43,11,2,0,1,1,1,42,1,5,47,16,0,1
32,40,43,14,3,1,2,1,1,17,1,5,48,2,1,1
32,20,43,13,4,2,2,1,1,38,1,5,36,9,1,1
32,40,43,14,6,4,1,1,1,46,1,5,36,2,1,1
32,40,43,15,6,4,2,1,1,48,1,5,46,1,1,1
33,40,43,13,2,0,1,1,1,12,1,5,40,1,1,1
33,20,43,15,4,2,2,1,1,22,1,5,36,1,1,1
33,50,43,15,3,1,1,1,1,25,1,5,4,19,1,1
33,50,43,15,4,2,1,1,1,35,1,5,4,19,1,1
33,50,43,15,3,1,1,1,1,39,1,5,42,10,1,1
33,30,43,11,3,0,2,1,1,42,1,5,44,9,0,1
33,40,43,10,4,2,1,1,1,46,1,5,22,16,0,1
34,40,43,14,5,3,2,1,1,2,1,5,22,2,1,1
34,50,43,14,7,3,1,1,1,6,1,5,21,16,1,1
34,60,43,14,3,1,2,1,1,30,1,5,2,1,1,1
34,60,43,14,5,3,1,1,1,30,1,5,1,1,1,1
34,20,43,1,4,2,2,1,1,38,1,5,1,1,0,1
34,35,43,10,2,0,2,1,1,41,1,5,22,15,0,1
34,40,43,12,3,1,1,1,1,47,1,5,4,19,1,1
35,40,43,16,2,0,1,1,1,11,1,5,38,16,1,1
35,60,43,11,3,1,1,1,1,13,1,5,39,21,0,1
35,60,43,16,3,1,1,1,1,19,1,5,1,1,1,1
35,30,43,11,4,2,2,1,1,33,1,5,48,15,0,1
35,77,43,13,3,1,1,1,1,38,1,5,1,1,1,1
35,60,43,14,3,1,1,1,1,48,1,5,44,15,1,1
35,40,43,16,5,3,1,1,1,49,1,5,34,16,1,1
36,23,43,16,5,2,2,1,1,4,1,5,33,16,1,1
36,15,43,15,3,1,2,1,1,5,1,5,34,1,1,1
36,40,43,13,4,2,1,1,1,5,1,5,1,1,1,1
36,32,43,16,5,3,2,1,1,6,1,5,32,2,1,1
36,45,43,15,4,2,1,1,1,17,1,5,22,16,1,1
36,30,43,16,2,0,1,1,1,23,1,5,44,9,1,1
36,70,43,14,3,1,1,1,1,30,1,5,2,1,1,1
36,50,43,15,6,4,2,1,1,38,1,5,43,15,1,1
36,45,43,16,4,2,1,1,1,40,1,5,4,1,1,1
36,20,43,10,9,7,2,1,1,45,1,5,22,17,0,1
36,2,43,11,5,3,2,1,1,49,1,5,22,16,0,1
36,40,43,9,6,4,2,1,1,49,1,5,43,15,0,1
37,30,43,9,5,3,2,1,1,12,1,5,22,2,0,1
37,40,43,14,2,0,2,1,1,17,1,5,48,15,1,1
37,70,43,16,4,2,2,1,1,17,1,5,21,16,1,1
37,20,43,7,2,0,1,1,1,35,1,5,36,9,0,1
37,60,43,15,5,2,1,1,1,36,1,5,26,9,1,1
37,36,43,13,4,2,2,1,1,39,1,5,25,1,1,1
37,40,43,15,4,2,2,1,1,42,1,5,36,9,1,1
37,40,43,9,2,0,2,1,1,50,1,5,16,9,0,1
37,50,43,14,5,3,2,1,1,50,1,5,22,16,1,1
38,40,43,15,5,3,2,1,1,4,1,5,44,9,1,1
38,25,43,16,4,2,2,1,1,13,1,5,34,16,1,1
38,5,43,12,8,6,2,1,1,20,1,5,44,9,1,1
38,3,43,11,5,3,2,1,1,31,1,5,22,17,0,1
38,60,43,1,4,2,1,1,1,38,1,5,1,1,0,1
38,65,43,16,3,1,2,1,1,47,1,5,36,7,1,1
38,50,43,14,5,3,1,1,1,50,1,5,44,9,1,1
38,20,43,16,6,4,2,1,1,51,1,5,22,16,1,1
38,10,43,16,6,4,2,1,1,53,1,5,40,8,1,1
38,40,43,11,3,1,1,1,1,56,1,5,36,1,0,1
39,40,43,14,2,0,2,1,1,1,1,5,34,16,1,1
39,40,43,14,4,2,2,1,1,1,1,5,34,16,1,1
39,40,43,14,2,0,2,1,1,6,1,5,44,9,1,1
39,30,43,8,4,2,1,1,1,6,1,5,40,15,0,1
39,10,43,16,4,2,2,1,1,6,1,5,36,2,1,1
39,40,43,16,4,2,2,1,1,8,1,5,36,2,1,1
39,35,43,16,4,2,2,1,1,11,1,5,36,9,1,1
39,45,43,15,5,3,1,1,1,19,1,5,4,1,1,1
39,30,43,12,4,1,2,1,1,30,1,5,48,2,1,1
39,40,43,13,4,2,1,1,1,30,1,5,36,3,1,1
39,15,43,14,4,2,2,1,1,30,1,5,36,1,1,1
39,50,43,15,9,7,1,1,1,39,1,5,4,19,1,1
39,10,43,16,6,4,2,1,1,40,1,5,36,9,1,1
39,45,43,16,3,1,1,1,1,41,1,5,34,16,1,1
39,1,43,13,6,4,2,1,1,46,1,5,34,1,1,1
40,50,43,16,4,2,1,1,1,6,1,5,34,16,1,1
40,40,43,16,4,2,1,1,1,6,1,5,36,16,1,1
40,20,43,16,5,3,2,1,1,13,1,5,36,1,1,1
40,40,43,14,3,1,2,1,1,30,1,5,48,15,1,1
40,20,43,13,5,3,2,1,1,30,1,5,40,8,1,1
40,40,43,15,5,3,1,1,1,40,1,5,4,1,1,1
40,20,43,16,4,2,2,1,1,48,1,5,22,1,1,1
40,45,43,13,5,3,1,1,1,49,1,5,36,9,1,1
41,40,43,14,3,1,1,1,1,6,1,5,36,6,1,1
41,60,43,16,4,2,2,1,1,6,1,5,34,1,1,1
41,45,43,16,2,0,1,1,1,37,1,5,32,2,1,1
41,5,43,15,4,2,2,1,1,42,1,5,22,17,1,1
41,40,43,14,3,1,1,1,1,47,1,5,44,15,1,1
41,65,43,16,3,1,1,1,1,47,1,5,36,7,1,1
41,6,43,12,4,2,2,1,1,55,1,5,40,8,1,1
42,45,43,16,2,0,2,1,1,4,1,5,22,9,1,1
42,40,43,16,3,1,2,1,1,11,1,5,36,9,1,1
42,25,43,6,2,0,1,1,1,13,1,5,44,9,0,1
42,60,43,16,4,2,1,1,1,16,1,5,34,16,1,1
42,60,43,11,4,2,2,1,1,30,1,5,43,15,0,1
42,40,43,12,5,3,1,1,1,38,1,5,23,22,1,1
42,20,43,16,4,2,2,1,1,39,1,5,36,9,1,1
42,50,43,16,2,0,1,1,1,49,1,5,34,2,1,1
43,40,43,16,4,2,1,1,1,4,1,5,22,16,1,1
43,4,43,15,4,2,2,1,1,24,1,5,22,16,1,1
43,30,43,16,3,1,1,1,1,25,1,5,36,2,1,1
43,15,43,15,4,2,1,1,1,32,1,5,44,9,1,1
43,15,43,14,2,0,2,1,1,38,1,5,42,15,1,1
43,52,43,16,6,4,1,1,1,46,1,5,36,1,1,1
43,20,43,16,4,2,2,1,1,50,1,5,42,10,1,1
44,25,43,9,2,0,1,1,1,6,1,5,36,9,0,1
44,60,43,14,2,0,1,1,1,20,1,5,1,1,1,1
44,40,43,15,3,1,2,1,1,21,1,5,38,17,1,1
44,60,43,15,3,1,2,1,1,48,1,5,43,15,1,1
44,90,43,13,3,0,2,1,1,50,1,5,48,15,1,1
44,64,43,15,3,1,2,1,1,50,1,5,1,1,1,1
44,40,43,15,2,0,2,1,1,56,1,5,38,14,1,1
45,40,43,16,4,2,1,1,1,4,1,5,36,1,1,1
45,40,43,13,2,0,2,1,1,9,1,5,36,9,1,1
45,35,43,16,4,2,2,1,1,9,1,5,38,2,1,1
45,5,43,16,4,1,2,1,1,22,1,5,42,16,1,1
45,8,43,11,5,0,2,1,1,30,1,5,44,17,0,1
45,50,43,15,4,1,1,1,1,31,1,5,14,1,1,1
45,40,43,16,5,3,2,1,1,48,1,5,22,16,1,1
45,10,43,15,5,1,2,1,1,49,1,5,36,2,1,1
46,60,43,14,4,2,1,1,1,6,1,5,1,1,1,1
46,40,43,16,5,2,2,1,1,6,1,5,36,2,1,1
46,40,43,16,4,2,1,1,1,8,1,5,1,1,1,1
46,40,43,16,5,1,2,1,1,22,1,5,42,10,1,1
46,40,43,16,4,1,1,1,1,25,1,5,22,16,1,1
46,40,43,16,5,3,1,1,1,27,1,5,36,2,1,1
46,30,43,11,2,0,2,1,1,30,1,5,22,16,0,1
46,40,43,14,4,1,2,1,1,31,1,5,1,1,1,1
46,50,43,14,4,2,1,1,1,41,1,5,32,2,1,1
46,55,43,11,4,2,1,1,1,46,1,5,5,1,0,1
46,75,43,11,6,4,1,1,1,46,1,5,1,1,0,1
46,60,43,16,4,0,2,1,1,54,1,5,33,16,1,1
47,5,43,13,3,1,2,1,1,8,1,5,34,16,1,1
47,40,43,16,4,2,1,1,1,8,1,5,32,2,1,1
47,40,43,14,2,0,1,1,1,13,1,5,36,1,1,1
47,55,43,16,3,1,1,1,1,17,1,5,33,2,1,1
47,40,43,16,4,2,1,1,1,20,1,5,33,16,1,1
47,70,43,14,4,2,1,1,1,21,1,5,4,9,1,1
47,35,43,16,2,0,1,1,1,25,1,5,33,16,1,1
47,30,43,16,9,2,2,1,1,35,1,5,36,17,1,1
47,40,43,15,2,0,1,1,1,37,1,5,4,19,1,1
47,40,43,13,4,2,1,1,1,50,1,5,36,3,1,1
47,40,43,14,5,1,2,1,1,54,1,5,34,16,1,1
48,40,43,16,4,2,2,1,1,8,1,5,44,9,1,1
48,40,43,14,3,0,2,1,1,20,1,5,1,1,1,1
48,40,43,13,2,0,2,1,1,25,1,5,4,2,1,1
48,20,43,15,4,2,2,1,1,25,1,5,22,16,1,1
48,30,43,16,6,3,2,1,1,33,1,5,22,1,1,1
48,50,43,14,4,1,2,1,1,36,1,5,26,9,1,1
48,60,43,14,4,2,1,1,1,48,1,5,23,22,1,1
48,5,43,16,4,2,2,1,1,48,1,5,36,3,1,1
48,40,43,14,4,0,2,1,1,56,1,5,1,1,1,1
49,40,43,16,2,0,2,1,1,2,1,5,32,2,1,1
49,40,43,14,6,3,2,1,1,2,1,5,43,15,1,1
49,40,43,14,4,1,1,1,1,6,1,5,4,1,1,1
49,15,43,16,5,1,2,1,1,8,1,5,44,9,1,1
