PRTAGE,PESEX,GESTFIPS,PRCITSHP,PTDTRACE,PEMARITL,HRNUMHOU,PRNMCHLD,PEEDUCA,PRCOW1,PRDTIND1,PRDTOCC1,PRHRUSL,HEFAMINC
56,1,36,4,4,1,4,1,40,3,23,17,4,14
49,2,36,1,1,1,4,2,40,3,23,14,4,14
35,1,36,1,2,1,4,0,40,3,23,22,4,14
35,1,36,1,1,1,2,0,40,4,23,19,4,14
52,1,36,1,1,1,4,1,40,4,23,22,4,15
39,2,36,4,2,1,5,2,40,4,23,22,4,15
56,1,36,1,1,1,3,1,40,1,23,17,4,13
47,1,36,4,2,1,5,1,40,4,23,22,4,16
49,2,36,4,1,1,8,0,40,4,23,22,4,14
32,1,36,1,2,1,4,2,40,4,24,17,4,12
67,1,36,1,1,1,2,0,40,1,23,17,4,13
38,1,36,1,1,1,4,2,40,4,23,22,4,9
52,1,36,1,1,1,2,0,40,4,23,20,4,12
48,2,36,1,1,1,6,2,40,1,23,17,4,14
51,2,37,1,2,1,3,0,40,2,23,22,4,14
54,2,37,1,2,1,2,0,40,4,23,17,4,14
28,1,37,1,1,1,4,2,40,1,23,17,4,12
24,1,37,1,1,1,3,1,40,3,24,20,4,9
36,1,38,1,1,1,4,2,40,4,23,20,4,15
31,1,38,1,1,1,3,1,40,4,23,17,4,15
49,1,39,1,1,1,2,0,40,4,23,22,4,11
58,1,39,1,2,1,2,0,40,5,23,22,4,14
61,2,39,1,1,1,2,0,40,1,23,14,4,14
38,1,40,1,2,1,4,1,40,1,23,17,4,10
59,1,40,1,1,1,2,0,40,4,23,22,4,12
35,1,40,1,1,1,4,2,40,4,24,20,4,13
33,1,41,1,1,1,5,3,40,4,23,22,4,13
57,1,41,1,1,1,2,0,40,4,24,17,4,15
48,1,41,1,1,1,4,0,40,3,24,19,4,16
33,1,41,1,1,1,3,1,40,4,23,22,4,7
50,1,41,1,1,1,2,0,40,4,23,18,4,13
47,1,41,1,1,1,6,1,40,4,23,1,4,14
55,1,41,1,1,1,2,0,40,4,23,16,4,12
37,1,42,1,1,1,6,4,40,4,23,22,4,14
34,2,42,1,1,1,3,1,40,4,23,1,4,14
64,2,42,1,1,1,2,0,40,1,23,17,4,12
59,2,42,1,1,1,5,0,40,1,23,17,4,14
47,1,42,1,1,1,4,2,40,4,24,20,4,15
43,1,45,1,2,1,5,3,40,4,24,17,4,13
36,2,45,1,2,1,7,5,40,1,23,22,4,11
38,1,47,1,1,1,3,1,40,4,23,3,4,16
28,2,47,1,2,1,4,2,40,4,23,21,4,9
52,1,48,1,1,1,3,0,40,4,23,22,4,15
63,2,48,4,1,1,3,0,40,4,23,21,4,12
48,2,48,1,1,1,3,0,40,4,24,17,4,12
47,1,48,3,4,1,5,3,40,5,23,22,4,12
33,2,48,1,2,1,2,0,40,4,23,22,4,11
54,1,48,1,16,1,4,0,40,4,23,22,4,14
33,1,48,1,2,1,2,0,40,4,24,17,4,13
59,2,48,1,1,1,2,0,40,3,24,17,4,13
25,1,48,1,1,1,5,3,40,4,23,17,4,10
48,2,48,1,2,1,2,0,40,4,23,17,4,15
24,1,49,1,1,1,5,3,40,1,23,17,4,11
28,2,49,1,1,1,3,1,40,4,23,17,4,13
46,1,49,1,1,1,2,0,40,1,23,17,4,12
32,1,51,1,1,1,6,2,40,4,23,20,4,13
43,1,51,1,1,1,4,2,40,4,23,22,4,14
60,1,51,1,1,1,2,0,40,2,24,21,4,15
51,1,53,1,1,1,2,0,40,1,23,22,4,14
37,1,53,3,4,1,4,2,40,4,23,22,4,15
45,1,53,4,1,1,4,2,40,4,23,22,4,15
39,1,53,1,1,1,4,2,40,1,23,17,4,13
51,1,53,1,1,1,2,0,40,4,24,22,4,14
62,1,53,1,1,1,3,0,40,2,23,22,4,15
50,2,53,1,1,1,4,1,40,4,23,22,4,14
43,1,54,1,1,1,4,2,40,4,24,21,4,15
46,1,54,1,1,1,2,0,40,4,24,19,4,11
25,1,54,2,1,1,2,0,40,4,24,19,4,13
60,1,54,1,1,1,2,0,40,4,23,22,4,8
60,1,54,1,1,1,2,0,40,3,24,19,4,12
28,2,54,1,1,1,3,1,40,4,23,22,4,9
56,1,54,1,1,1,2,0,40,1,23,17,4,16
53,1,54,1,1,1,4,0,40,4,23,1,4,14
34,1,55,1,1,1,2,0,40,4,23,22,4,14
49,1,55,1,1,1,2,0,40,4,23,22,4,11
46,2,55,4,4,1,3,1,40,4,23,17,4,14
53,2,56,1,1,1,2,0,40,4,24,17,4,14
55,2,56,1,1,1,2,0,40,4,24,1,4,6
39,1,56,1,1,1,4,2,40,4,24,20,4,15
29,1,56,1,1,1,2,0,40,4,24,20,4,15
30,1,56,1,1,1,5,3,40,4,23,22,4,13
21,2,4,1,1,6,6,0,41,4,24,17,4,15
27,1,6,1,2,6,2,0,41,4,23,17,4,7
31,1,6,4,5,6,4,0,41,4,23,22,4,11
50,1,9,1,2,6,1,0,41,4,23,22,4,13
38,1,11,1,2,6,1,0,41,4,23,22,4,10
53,2,12,4,2,6,2,0,41,4,24,17,4,11
31,1,12,1,2,6,2,0,41,4,23,1,4,14
52,1,15,5,4,6,2,0,41,4,23,22,4,9
25,1,15,1,4,6,5,0,41,4,23,20,4,14
36,1,21,1,1,6,1,0,41,1,23,20,4,13
26,1,22,1,2,6,3,0,41,4,24,22,4,16
62,1,24,1,2,6,1,0,41,1,23,17,4,12
24,1,28,1,2,6,3,0,41,4,23,22,4,9
26,1,30,1,1,6,2,1,41,4,23,22,4,12
63,1,34,4,4,6,3,0,41,4,23,4,4,16
32,1,34,1,1,6,5,0,41,4,23,22,4,15
60,1,36,1,1,6,1,0,41,3,24,21,4,14
29,1,45,1,1,6,3,1,41,4,23,20,4,13
49,1,47,1,1,6,3,0,41,4,23,20,4,13
25,1,47,1,2,6,2,0,41,4,23,1,4,12
63,1,47,1,2,6,1,0,41,4,24,1,4,11
24,1,54,1,1,6,3,0,41,4,23,20,4,14
22,1,56,1,1,6,2,0,41,4,24,17,4,12
60,2,27,1,1,5,1,0,41,4,23,22,4,11
48,2,48,1,1,5,3,2,41,4,23,17,4,6
23,1,2,1,1,4,2,0,41,1,23,20,4,12
43,1,6,1,1,4,5,1,41,4,23,22,4,16
55,1,15,1,4,4,1,0,41,3,24,20,4,11
53,1,17,3,2,4,1,0,41,4,24,17,4,11
52,1,17,5,1,4,2,0,41,4,23,22,4,7
35,1,36,1,1,4,4,0,41,4,23,17,4,11
56,1,36,1,1,4,2,0,41,4,23,17,4,12
58,2,36,1,1,4,2,0,41,1,23,17,4,14
54,2,42,1,1,4,4,0,41,4,24,17,4,11
50,1,45,1,1,4,1,0,41,4,24,3,4,12
41,2,45,1,1,4,3,2,41,4,23,17,4,9
52,1,53,1,1,4,1,0,41,3,24,5,4,8
41,1,55,1,2,4,9,4,41,4,23,22,4,9
57,1,55,1,1,4,2,0,41,4,23,20,4,15
45,1,5,1,1,3,1,0,41,1,23,20,4,12
70,1,30,1,1,3,1,0,41,4,23,22,4,8
31,2,28,1,2,2,5,4,41,4,23,21,4,9
41,1,1,1,1,1,4,1,41,3,24,1,4,15
50,1,2,1,1,1,2,0,41,4,23,20,4,15
60,1,2,1,1,1,5,0,41,4,23,20,4,16
42,1,5,1,1,1,5,3,41,4,24,21,4,16
39,2,6,1,1,1,4,2,41,4,23,17,4,9
48,1,6,1,1,1,9,2,41,4,23,20,4,14
42,1,8,1,1,1,2,0,41,4,23,20,4,15
52,1,9,1,1,1,2,0,41,4,24,21,4,16
64,1,11,1,2,1,2,0,41,4,23,17,4,14
45,1,11,1,2,1,8,3,41,1,23,20,4,12
39,1,13,1,2,1,4,2,41,4,23,22,4,13
54,2,15,1,7,1,6,0,41,4,23,17,4,16
50,1,16,1,1,1,4,0,41,4,24,3,4,16
57,1,17,1,1,1,2,0,41,2,23,20,4,11
50,2,19,1,1,1,5,0,41,1,23,17,4,12
60,2,20,1,2,1,2,0,41,4,23,17,4,14
46,1,20,1,1,1,4,1,41,4,24,19,4,14
58,1,20,1,1,1,2,0,41,4,23,22,4,15
31,1,20,1,1,1,2,0,41,4,24,20,4,13
55,1,20,1,1,1,2,0,41,4,24,14,4,11
50,1,21,1,1,1,2,0,41,4,24,19,4,15
32,1,21,1,1,1,3,1,41,4,23,22,4,11
33,2,21,1,1,1,4,2,41,1,23,1,4,14
41,1,22,1,1,1,4,2,41,4,23,22,4,14
36,1,22,1,3,1,4,2,41,4,23,22,4,15
35,1,27,1,1,1,4,2,41,4,23,19,4,14
56,1,27,1,1,1,2,0,41,1,23,17,4,15
47,1,27,1,1,1,2,0,41,4,23,20,4,15
34,1,27,1,1,1,6,4,41,3,24,20,4,14
47,1,28,1,1,1,4,2,41,4,23,20,4,15
49,2,28,1,2,1,5,1,41,1,23,17,4,14
35,1,30,1,1,1,4,2,41,4,23,20,4,14
59,1,30,1,1,1,2,0,41,4,24,20,4,16
50,2,32,4,4,1,6,1,41,1,23,17,4,12
43,1,36,4,1,1,4,0,41,4,23,19,4,15
36,1,36,1,1,1,5,3,41,2,23,22,4,15
52,1,37,1,1,1,2,0,41,3,24,21,4,12
43,2,37,1,1,1,2,0,41,3,24,21,4,12
51,1,37,1,1,1,4,0,41,4,24,19,4,14
39,1,38,1,1,1,2,0,41,4,24,20,4,15
54,1,38,1,1,1,2,0,41,4,24,4,4,15
52,1,38,1,1,1,2,0,41,3,24,21,4,14
50,1,40,1,3,1,2,0,41,4,24,3,4,14
41,1,45,1,2,1,5,2,41,4,23,22,4,14
52,1,45,1,1,1,3,1,41,3,24,17,4,15
26,1,46,1,1,1,4,2,41,4,24,20,4,13
56,1,46,1,1,1,2,0,41,4,24,17,4,14
45,2,46,1,1,1,3,1,41,4,23,1,4,14
59,1,48,1,1,1,3,1,41,3,24,21,4,15
65,1,48,1,1,1,2,0,41,4,24,17,4,15
68,1,48,1,1,1,2,0,41,4,23,4,4,9
76,1,48,1,1,1,2,0,41,4,23,16,4,3
39,1,48,1,1,1,3,1,41,4,24,20,4,15
59,2,49,1,1,1,2,0,41,4,23,17,4,15
20,1,49,1,1,1,3,1,41,4,23,19,4,13
37,1,54,1,1,1,2,0,41,3,24,3,4,13
34,1,54,1,1,1,3,1,41,4,23,20,4,9
58,1,55,1,1,1,2,0,41,4,23,22,4,7
38,1,55,1,1,1,5,3,41,4,24,21,4,15
51,1,56,1,1,1,3,1,41,4,23,22,4,13
28,1,56,1,1,1,4,2,41,4,24,21,4,13
26,1,6,1,1,6,3,0,42,4,23,3,4,16
27,1,6,1,1,6,3,0,42,4,24,4,4,11
52,1,12,1,1,6,1,0,42,3,23,20,4,15
29,1,12,1,2,6,1,0,42,4,23,22,4,9
37,2,13,1,1,6,4,1,42,4,23,17,4,13
24,2,13,1,2,6,3,1,42,4,23,17,4,9
52,2,15,1,5,6,3,0,42,4,24,17,4,12
49,1,17,1,7,6,4,1,42,2,23,17,4,13
30,1,17,1,1,6,1,0,42,3,23,20,4,11
31,2,21,1,2,6,1,0,42,4,24,17,4,9
30,1,22,1,1,6,1,0,42,3,24,20,4,6
49,1,29,1,1,6,1,0,42,4,23,22,4,13
56,1,31,1,1,6,1,0,42,4,23,21,4,1
43,2,34,1,2,6,1,0,42,1,23,1,4,11
21,2,34,1,1,6,5,0,42,4,24,2,4,16
31,1,34,4,1,6,4,0,42,4,23,17,4,15
64,2,36,4,1,6,2,0,42,4,24,17,4,12
53,1,36,1,2,6,5,0,42,4,23,22,4,1
28,2,37,1,2,6,2,0,42,4,23,17,4,11
35,1,38,1,1,6,3,1,42,4,23,19,4,15
28,1,48,1,1,6,3,0,42,4,23,12,4,12
38,2,34,1,2,5,5,3,42,4,23,3,4,12
47,1,4,1,1,4,2,0,42,4,23,22,4,8
48,2,6,1,1,4,4,2,42,4,23,1,4,10
46,2,8,1,1,4,1,0,42,4,23,22,4,14
54,1,10,1,1,4,2,0,42,4,23,12,4,15
73,2,13,1,1,4,1,0,42,1,23,17,4,14
52,2,15,3,1,4,1,0,42,4,23,22,4,14
41,1,16,1,1,4,1,0,42,4,23,20,4,10
52,2,17,1,2,4,1,0,42,4,23,22,4,13
59,1,20,1,1,4,2,0,42,3,24,21,4,14
51,1,22,1,2,4,4,0,42,4,23,20,4,13
47,1,24,5,2,4,1,0,42,5,23,22,4,9
51,2,28,1,2,4,1,0,42,1,23,1,4,4
64,2,28,1,1,4,2,0,42,4,23,4,4,12
49,2,28,1,1,4,1,0,42,1,24,20,4,15
42,2,33,1,1,4,3,2,42,4,23,1,4,11
52,1,34,4,1,4,2,0,42,4,24,17,4,16
71,1,48,1,1,4,2,0,42,5,23,22,4,5
57,1,53,1,2,4,2,1,42,4,23,22,4,11
32,1,55,1,1,4,1,0,42,4,23,1,4,13
43,1,56,1,1,4,2,1,42,4,24,17,4,14
51,2,12,1,1,3,2,0,42,4,23,17,4,11
52,2,17,1,2,3,4,2,42,1,23,17,4,11
57,2,26,1,1,3,1,0,42,1,23,17,4,13
59,2,48,1,1,3,5,0,42,4,23,22,4,16
47,1,47,1,1,2,3,0,42,4,24,20,4,15
53,2,1,1,1,1,2,0,42,4,24,1,4,15
62,2,1,1,2,1,2,0,42,4,24,17,4,15
30,1,1,1,2,1,3,1,42,4,24,17,4,16
43,1,2,1,1,1,5,3,42,4,23,17,4,14
28,2,4,1,1,1,2,0,42,4,23,3,4,14
64,1,4,1,1,1,2,0,42,2,24,20,4,14
38,2,6,1,4,1,6,0,42,3,23,14,4,6
52,1,6,1,1,1,4,1,42,4,24,1,4,15
49,1,8,1,1,1,2,0,42,4,24,21,4,15
51,2,8,1,1,1,3,1,42,4,24,4,4,10
47,1,10,1,2,1,4,1,42,4,23,16,4,14
42,2,10,1,2,1,3,1,42,4,23,1,4,16
57,1,12,1,1,1,2,0,42,3,23,19,4,15
50,1,12,5,1,1,3,0,42,4,23,1,4,16
79,1,12,1,1,1,4,2,42,3,24,14,4,15
43,1,12,1,1,1,5,3,42,4,24,20,4,11
51,2,13,1,1,1,2,0,42,1,23,1,4,13
54,1,15,1,4,1,2,0,42,1,23,17,4,14
61,1,16,1,1,1,2,0,42,1,23,17,4,14
30,1,17,1,1,1,3,1,42,3,24,1,4,13
46,1,17,1,1,1,4,2,42,4,24,20,4,15
46,2,18,1,2,1,2,0,42,4,24,17,4,13
41,1,18,1,1,1,2,0,42,4,23,20,4,15
48,1,21,1,1,1,3,1,42,4,23,20,4,11
32,1,21,1,1,1,4,2,42,4,24,20,4,15
48,1,22,1,1,1,5,1,42,4,23,20,4,16
36,1,23,1,1,1,2,0,42,3,24,1,4,16
64,1,25,1,1,1,2,0,42,4,23,1,4,15
70,1,26,1,1,1,2,0,42,4,23,22,4,10
34,1,27,1,1,1,3,1,42,5,23,1,4,13
45,1,27,1,1,1,4,2,42,4,23,17,4,16
50,1,27,1,1,1,3,0,42,4,24,22,4,12
52,1,28,1,1,1,4,0,42,4,23,3,4,12
35,2,29,1,1,1,5,3,42,4,24,17,4,14
48,1,30,1,1,1,2,0,42,4,23,22,4,14
31,1,30,1,1,1,2,0,42,4,23,20,4,16
52,1,33,1,1,1,4,0,42,1,23,17,4,14
32,1,35,1,1,1,4,1,42,3,23,14,4,4
50,1,36,1,1,1,2,0,42,1,23,17,4,13
49,2,36,1,2,1,2,0,42,4,23,22,4,16
60,1,36,1,1,1,2,0,42,4,23,22,4,14
43,1,36,4,1,1,4,2,42,3,23,22,4,15
32,1,36,1,1,1,2,0,42,4,23,22,4,15
58,1,38,1,1,1,2,0,42,4,24,20,4,15
57,1,39,1,1,1,2,0,42,4,24,19,4,15
35,1,39,1,1,1,5,3,42,4,23,17,4,13
43,2,40,1,7,1,4,1,42,1,23,17,4,15
57,2,40,1,1,1,4,0,42,4,23,17,4,15
26,1,40,1,1,1,4,2,42,4,23,17,4,8
54,2,42,1,1,1,3,0,42,4,23,17,4,12
44,2,42,5,2,1,6,4,42,4,23,22,4,9
36,1,45,1,2,1,6,4,42,4,23,2,4,8
61,2,46,1,1,1,2,0,42,4,24,1,4,14
46,1,47,1,2,1,2,0,42,4,23,22,4,15
43,1,47,1,1,1,2,0,42,4,23,22,4,12
28,1,48,1,1,1,2,0,42,4,23,20,4,13
60,1,48,1,2,1,2,0,42,4,23,22,4,16
49,2,48,1,1,1,3,0,42,5,23,17,4,14
64,2,51,1,1,1,2,0,42,4,23,22,4,11
66,1,51,1,1,1,2,0,42,4,23,22,4,11
58,1,51,1,1,1,2,0,42,1,23,17,4,14
51,2,53,1,1,1,2,0,42,4,23,17,4,12
45,1,54,1,1,1,6,0,42,3,24,21,4,10
57,1,54,1,1,1,4,0,42,4,23,22,4,15
44,2,55,1,1,1,4,1,42,4,23,3,4,14
48,2,55,1,1,1,4,1,42,1,23,17,4,14
51,1,56,1,1,1,4,2,42,4,23,22,4,14
61,1,56,1,1,1,2,0,42,4,24,19,4,15
55,1,56,1,1,1,4,2,42,4,23,22,4,11
59,1,56,1,1,1,2,0,42,4,23,2,4,15
51,2,56,1,1,1,2,0,42,4,23,17,4,15
53,1,1,1,2,6,2,0,43,1,23,22,4,14
31,1,1,1,1,6,1,0,43,4,24,4,4,11
39,1,2,1,3,6,8,0,43,4,23,22,4,5
39,1,2,1,3,6,8,0,43,4,23,22,4,5
37,2,5,1,2,6,2,1,43,4,23,17,4,13
63,1,6,4,4,6,2,1,43,2,24,2,4,15
24,1,6,5,4,6,5,0,43,4,23,3,4,15
56,1,6,1,2,6,1,0,43,4,24,1,4,9
22,1,6,1,2,6,2,0,43,4,23,17,4,6
28,1,6,1,1,6,6,1,43,4,23,22,4,10
30,2,6,1,1,6,3,0,43,4,23,22,4,10
26,2,6,4,4,6,2,0,43,4,24,2,4,8
28,1,8,1,1,6,2,0,43,4,23,15,4,12
54,1,9,2,1,6,3,0,43,4,23,17,4,15
34,2,11,1,2,6,5,2,43,4,23,22,4,15
62,1,11,5,2,6,1,0,43,5,23,22,4,12
52,2,12,1,1,6,1,0,43,4,23,22,4,9
64,1,12,1,1,6,1,0,43,4,23,22,4,13
24,2,12,4,1,6,3,0,43,4,23,17,4,16
46,2,15,1,4,6,2,0,43,4,23,22,4,15
39,2,17,1,2,6,4,2,43,1,23,17,4,10
25,2,17,4,1,6,3,0,43,4,23,22,4,14
30,1,17,1,1,6,1,0,43,4,24,20,4,13
23,2,18,1,1,6,4,0,43,4,23,2,4,15
30,1,21,1,1,6,2,0,43,4,23,2,4,12
50,1,21,1,1,6,1,0,43,4,23,22,4,14
54,2,22,1,1,6,1,0,43,4,23,22,4,13
25,2,22,1,1,6,4,0,43,4,23,4,4,16
25,1,22,1,1,6,4,0,43,4,24,21,4,15
24,2,24,1,1,6,2,0,43,4,23,22,4,12
50,2,24,1,2,6,3,0,43,4,23,22,4,14
24,1,24,1,1,6,4,0,43,4,23,3,4,15
18,2,24,1,1,6,4,0,43,4,24,8,4,14
34,1,25,1,1,6,2,0,43,3,24,21,4,14
37,1,25,1,1,6,4,0,43,4,23,17,4,15
24,2,26,1,1,6,4,0,43,4,24,14,4,15
22,1,26,1,4,6,1,0,43,4,24,4,4,5
30,2,27,1,1,6,1,0,43,4,24,4,4,15
27,2,28,1,2,6,3,0,43,1,23,17,4,9
29,2,28,1,1,6,1,0,43,4,23,1,4,8
26,1,29,1,1,6,3,0,43,4,23,22,4,15
30,1,30,3,1,6,3,0,43,4,23,21,4,15
34,2,31,5,1,6,3,2,43,4,23,21,4,7
31,1,33,1,1,6,2,0,43,4,23,17,4,12
25,1,33,1,1,6,1,0,43,4,23,22,4,15
34,1,34,1,1,6,1,0,43,4,24,2,4,13
63,2,36,1,1,6,1,0,43,4,24,17,4,10
62,1,36,1,1,6,1,0,43,4,24,17,4,9
26,2,36,1,1,6,3,0,43,4,23,17,4,15
85,2,36,4,1,6,1,0,43,4,23,22,4,14
54,2,39,1,1,6,1,0,43,4,24,21,4,14
28,2,39,1,1,6,4,0,43,4,23,17,4,12
25,2,42,1,1,6,3,0,43,4,23,17,4,12
24,2,45,1,1,6,1,0,43,4,23,1,4,10
39,2,45,1,1,6,1,0,43,4,23,17,4,13
25,1,45,1,2,6,4,2,43,4,23,22,4,7
30,1,47,1,1,6,1,0,43,2,24,20,4,9
61,2,48,1,2,6,1,0,43,1,23,2,4,12
24,2,48,1,1,6,3,0,43,4,23,17,4,16
26,1,49,1,1,6,1,0,43,4,23,3,4,13
29,2,51,1,1,6,6,0,43,4,23,15,4,13
48,1,53,5,1,6,1,0,43,4,23,4,4,16
31,1,1,1,1,5,3,0,43,4,23,22,4,14
40,1,6,1,1,5,3,0,43,5,23,22,4,11
32,2,48,2,1,5,2,1,43,4,23,22,4,8
38,2,5,1,1,4,3,2,43,1,23,22,4,10
59,1,6,1,1,4,3,0,43,4,24,4,4,16
55,2,6,1,1,4,2,0,43,4,24,17,4,16
40,1,11,1,1,4,2,0,43,4,23,1,4,16
56,1,12,1,2,4,1,0,43,3,23,22,4,12
47,2,21,1,1,4,2,0,43,4,24,1,4,14
46,1,27,4,1,4,4,0,43,4,23,22,4,16
41,1,32,1,2,4,6,2,43,4,23,9,4,8
52,2,34,1,2,4,4,0,43,3,23,22,4,16
68,2,35,1,1,4,1,0,43,4,23,17,4,4
45,1,36,1,1,4,5,1,43,1,23,17,4,15
45,2,37,1,2,4,2,0,43,4,23,17,4,14
47,1,38,1,2,4,5,0,43,4,23,1,4,9
26,1,48,1,1,4,1,0,43,4,24,20,4,13
56,2,48,1,1,4,8,4,43,4,23,17,4,14
40,2,48,1,1,4,3,2,43,4,23,1,4,11
46,1,48,1,1,4,1,0,43,4,23,22,4,11
34,1,48,1,1,4,5,0,43,4,23,22,4,15
55,1,53,1,1,4,1,0,43,4,24,20,4,3
49,1,53,1,1,4,4,0,43,1,23,17,4,13
58,1,23,1,1,3,2,0,43,4,24,3,4,15
53,1,37,1,1,3,4,0,43,4,24,16,4,15
60,1,40,1,1,3,1,0,43,3,24,1,4,9
44,1,47,1,1,3,4,1,43,4,23,22,4,15
57,1,10,4,1,2,1,0,43,4,23,17,4,14
28,1,17,5,1,2,4,0,43,5,23,22,4,1
35,1,27,4,2,2,5,0,43,4,23,22,4,12
36,1,36,5,4,2,1,0,43,4,23,1,4,12
50,1,36,1,1,2,2,0,43,4,24,4,4,16
28,1,41,1,1,2,1,0,43,4,23,17,4,11
47,1,53,5,2,2,3,1,43,4,23,22,4,8
39,1,1,1,1,1,2,0,43,4,24,4,4,16
40,2,1,1,1,1,2,0,43,4,24,4,4,16
55,2,1,1,1,1,2,0,43,1,23,17,4,15
27,1,2,1,1,1,2,0,43,4,24,4,4,14
56,1,2,1,1,1,5,3,43,4,23,22,4,12
34,1,2,1,1,1,3,1,43,2,23,1,4,15
55,2,2,1,1,1,2,0,43,4,23,2,4,14
53,1,2,1,1,1,4,2,43,2,23,10,4,4
53,1,4,1,1,1,4,0,43,4,24,19,4,14
33,1,4,1,1,1,6,3,43,4,23,3,4,14
26,2,4,1,1,1,3,0,43,4,23,17,4,15
42,1,5,1,1,1,4,2,43,4,24,3,4,15
35,1,5,1,1,1,4,2,43,4,24,21,4,16
48,1,6,1,1,1,4,1,43,2,23,4,4,15
53,1,6,4,4,1,3,0,43,4,23,22,4,13
34,1,6,4,1,1,5,3,43,4,23,22,4,10
56,1,6,4,4,1,3,0,43,4,23,19,4,15
66,1,6,4,4,1,2,0,43,3,23,17,4,16
61,2,6,4,4,1,2,0,43,1,23,17,4,16
66,1,6,4,4,1,7,0,43,1,23,17,4,13
61,1,6,4,5,1,3,0,43,1,23,17,4,16
61,1,6,5,1,1,3,0,43,3,24,3,4,15
33,1,6,4,4,1,12,2,43,4,23,1,4,11
34,1,6,1,1,1,2,0,43,4,24,2,4,14
36,1,6,4,4,1,7,1,43,1,23,17,4,10
53,1,6,1,1,1,2,0,43,3,24,21,4,15
58,1,6,1,1,1,2,0,43,4,24,20,4,16
46,1,6,5,4,1,3,1,43,4,23,22,4,9
42,1,6,4,4,1,3,1,43,4,24,17,4,16
32,2,6,4,2,1,3,1,43,4,24,4,4,15
51,1,8,1,1,1,3,0,43,4,23,17,4,11
52,1,9,1,1,1,5,1,43,4,23,1,4,16
38,2,10,1,1,1,5,3,43,2,23,1,4,15
44,1,10,1,1,1,3,1,43,1,23,17,4,15
27,2,12,1,1,1,2,0,43,4,24,3,4,15
45,1,12,5,1,1,4,1,43,4,23,22,4,15
53,1,12,4,1,1,4,0,43,4,23,22,4,15
54,1,12,1,2,1,3,0,43,3,23,22,4,15
51,1,12,1,1,1,3,1,43,4,23,1,4,16
52,1,12,5,1,1,4,2,43,4,23,2,4,13
62,1,12,1,1,1,2,0,43,4,23,2,4,13
48,2,13,4,4,1,2,0,43,4,23,17,4,16
44,1,13,1,2,1,4,2,43,4,23,17,4,14
53,2,13,1,1,1,4,0,43,4,23,22,4,16
51,1,15,1,4,1,2,0,43,1,23,17,4,15
33,1,15,1,8,1,6,2,43,1,23,22,4,16
59,1,15,1,4,1,2,0,43,4,24,1,4,16
41,1,15,1,4,1,4,2,43,4,24,4,4,15
67,2,15,4,4,1,2,0,43,4,23,22,4,14
57,1,16,5,5,1,4,2,43,4,23,1,4,11
34,1,16,1,1,1,4,2,43,4,23,22,4,13
45,1,16,4,1,1,4,1,43,5,23,22,4,14
42,2,16,1,1,1,9,3,43,4,23,17,4,16
48,2,16,1,1,1,2,0,43,4,23,22,4,13
30,2,17,1,1,1,2,0,43,4,23,17,4,16
55,1,17,4,1,1,4,0,43,4,23,3,4,16
53,1,17,4,1,1,3,0,43,4,23,22,4,14
29,2,17,1,1,1,4,1,43,4,24,5,4,15
52,2,17,1,1,1,4,0,43,4,23,22,4,15
31,2,17,5,4,1,2,0,43,4,23,17,4,8
57,1,18,3,1,1,2,0,43,4,23,22,4,13
50,1,18,1,1,1,4,0,43,5,23,22,4,15
24,1,18,1,1,1,2,0,43,4,23,22,4,12
36,1,18,1,4,1,4,2,43,4,23,19,4,16
27,2,19,1,1,1,2,0,43,1,23,17,4,15
67,1,19,1,1,1,4,2,43,4,23,22,4,14
45,2,20,1,1,1,5,3,43,4,23,2,4,15
40,2,21,1,1,1,3,1,43,1,23,17,4,15
47,2,21,1,1,1,2,0,43,3,24,17,4,12
47,2,23,1,1,1,2,0,43,4,24,3,4,15
48,2,24,1,2,1,5,2,43,1,23,2,4,15
24,1,24,4,1,1,2,0,43,4,23,3,4,15
47,1,25,1,1,1,2,0,43,4,23,1,4,16
56,2,25,3,1,1,4,0,43,1,23,17,4,15
38,1,25,1,1,1,3,1,43,4,24,1,4,16
35,2,25,1,1,1,3,1,43,4,23,2,4,15
61,1,26,1,1,1,5,3,43,4,23,22,4,10
45,1,27,1,2,1,2,0,43,4,23,22,4,15
66,1,27,1,1,1,2,0,43,4,23,22,4,12
43,1,27,1,1,1,3,1,43,4,23,22,4,16
42,1,27,1,1,1,5,3,43,4,23,1,4,16
51,1,28,1,1,1,2,0,43,4,24,1,4,16
60,1,28,1,1,1,2,0,43,4,23,12,4,15
61,1,28,1,1,1,2,0,43,4,23,4,4,15
47,1,29,1,1,1,4,0,43,4,23,22,4,12
28,1,29,1,1,1,4,2,43,4,23,19,4,12
67,1,29,1,1,1,2,0,43,4,23,22,4,16
60,1,29,1,1,1,3,0,43,4,24,14,4,12
59,1,30,1,1,1,2,0,43,4,24,2,4,14
42,1,30,1,1,1,2,0,43,4,23,3,4,11
45,1,30,1,1,1,5,1,43,4,23,20,4,15
55,1,30,1,1,1,3,0,43,4,23,22,4,13
28,1,30,1,1,1,3,0,43,4,23,20,4,13
36,1,31,1,1,1,2,0,43,2,24,4,4,13
41,1,31,1,1,1,3,1,43,4,23,3,4,15
39,1,32,5,1,1,4,2,43,4,23,22,4,16
31,1,32,1,5,1,2,0,43,4,23,22,4,13
67,1,32,1,1,1,3,0,43,4,23,22,4,11
